# RISULTATI (N. sweep: 1000000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	32	0.136470	0.000025	0.425430	0.000070	-0.204910	0.000100	
# RISULTATI (N. sweep: 1000000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	64	0.136494	0.000025	0.425020	0.000070	-0.203630	0.000110	
# RISULTATI (N. sweep: 1000000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	128	0.136380	0.000025	0.425220	0.000070	-0.204240	0.000130	
# RISULTATI (N. sweep: 1000000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	256	0.136413	0.000025	0.425280	0.000070	-0.204560	0.000180	
# RISULTATI (N. sweep: 1000000)
#J	B	L	M	US		err		SS		err		EN		err
1	2	128	16	0.143651	0.000021	1.237480	0.000130	-0.343780	0.000040	
# RISULTATI (N. sweep: 1000000)
#J	B	L	M	US		err		SS		err		EN		err
1	4	128	32	0.124243	0.000025	3.397200	0.000400	-0.422005	0.000023	
# RISULTATI (N. sweep: 1000000)
#J	B	L	M	US		err		SS		err		EN		err
1	8	128	64	0.115380	0.000040	8.539100	0.001300	-0.440934	0.000016	
# RISULTATI (N. sweep: 1000000)
#J	B	L	M	US		err		SS		err		EN		err
1	16	128	16	0.070860	0.000040	47.584000	0.012000	-1.000000	-nan	
# RISULTATI (N. sweep: 1000000)
#J	B	L	M	US		err		SS		err		EN		err
1	16	128	32	0.100280	0.000050	25.875999	0.005000	0.000000	-nan	
# RISULTATI (N. sweep: 1000000)
#J	B	L	M	US		err		SS		err		EN		err
1	16	128	64	0.109710	0.000050	21.632000	0.004000	0.000000	-nan	
# RISULTATI (N. sweep: 1000000)
#J	B	L	M	US		err		SS		err		EN		err
1	16	128	128	0.111990	0.000050	20.643999	0.004000	-0.444602	0.000024	
# RISULTATI (N. sweep: 1000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	32	0.139300	0.000900	0.435000	0.010000	-0.217000	0.018000	
# RISULTATI (N. sweep: 1000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	64	0.136800	0.000900	0.443000	0.010000	-0.270000	0.040000	
# RISULTATI (N. sweep: 1000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	128	0.133800	0.000900	0.448000	0.010000	-0.340000	0.070000	
# RISULTATI (N. sweep: 1000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	256	0.135000	0.000900	0.446000	0.010000	-0.450000	0.140000	
# RISULTATI (N. sweep: 1000)
#J	B	L	M	US		err		SS		err		EN		err
1	2	128	16	0.142500	0.000700	1.380000	0.080000	-0.350000	0.004000	
# RISULTATI (N. sweep: 1000)
#J	B	L	M	US		err		SS		err		EN		err
1	4	128	32	0.122000	0.000900	3.650000	0.140000	-0.430000	0.004000	
# RISULTATI (N. sweep: 1000)
#J	B	L	M	US		err		SS		err		EN		err
1	8	128	64	0.114800	0.001200	9.000000	0.280000	-0.448000	0.004000	
# RISULTATI (N. sweep: 1000)
#J	B	L	M	US		err		SS		err		EN		err
1	16	128	16	0.068300	0.001200	48.700001	0.700000	-0.592100	0.000500	
# RISULTATI (N. sweep: 1000)
#J	B	L	M	US		err		SS		err		EN		err
1	16	128	32	0.099900	0.001500	26.400000	0.600000	-0.490700	0.001100	
# RISULTATI (N. sweep: 1000)
#J	B	L	M	US		err		SS		err		EN		err
1	16	128	64	0.106900	0.001500	22.500000	0.600000	-0.457600	0.002100	
# RISULTATI (N. sweep: 1000)
#J	B	L	M	US		err		SS		err		EN		err
1	16	128	128	0.105800	0.001700	21.500000	0.600000	-0.452000	0.004000	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	32	0.136630	0.000090	0.425400	0.000230	-0.204600	0.000400	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	64	0.136500	0.000090	0.425380	0.000230	-0.204400	0.000500	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	128	0.136400	0.000090	0.425550	0.000230	-0.205000	0.000800	
# RISULTATI (N. sweep: 100000)
#J	B	L	M	US		err		SS		err		EN		err
1	1	32	256	0.136350	0.000090	0.426020	0.000230	-0.206900	0.001500	
